Attrition,EmployeeName,EmployeeID,Designation,PercentSalaryHike,TraininginHours,WorkLifeBalance,Tenure,MonthlySalary,,,,,,,,
NO,Sarah,100378,Business Analyst,8,97.5,Best,6," 76,613 ",,,,,,,,
NO,Alberta,100379,Data Analyst,12,78,Best,4," 38,059 ",,,,,,,,
NO,Florrie,100380,Chief Data Scientist,12,39,Good,6," 160,286 ",,,,,,,,
NO,Maria,100382,Business Analyst,18,58.5,Good,9," 66,044 ",,,,,,,,
NO,Richard,100384,Data Scientist,14,97.5,Bad,7," 75,377 ",,,,,,,,
NO,Alina,100385,Chief Data Scientist,8,78,Bad,11," 225,575 ",,,,,,,,
NO,Miley,100386,Chief Data Scientist,10,78,Bad,6," 207,193 ",,,,,,,,
NO,Belinda,100387,Business Analyst,20,58.5,Good,8," 57,819 ",,,,,,,,
NO,Dexter,100388,Business Analyst,12,58.5,Bad,11," 53,660 ",,,,,,,,
NO,Ned,100389,Data Engineer,14,78,Good,11," 63,806 ",,,,,,,,
NO,Steven,100316,Data Analyst,12,58.5,Best,6," 40,772 ",,,,,,,,
YES,Stuart,100338,Data Analyst,8,39,Bad,3," 47,582 ",,,,,,,,
NO,Evelyn,100393,Data Scientist,6,39,Good,3," 67,693 ",,,,,,,,
NO,Victoria,100399,Software Developer,6,97.5,Bad,3," 32,863 ",,,,,,,,
NO,James,100395,Data Analyst,16,58.5,Good,6," 39,002 ",,,,,,,,
NO,Wright,100396,Chief Data Scientist,6,78,Good,4," 219,931 ",,,,,,,,
NO,Hawkins,100397,Data Analyst,6,39,Good,9," 52,847 ",,,,,,,,
YES,Alexander,100475,Business Analyst,6,39,Best,3," 55,804 ",,,,,,,,
NO,Armstrong,100538,Data Scientist,12,97.5,Good,5," 67,424 ",,,,,,,,
YES,Perkins,100555,Software Developer,10,58.5,Bad,3," 27,702 ",,,,,,,,
NO,Tucker,100406,Business Analyst,10,58.5,Bad,12," 94,500 ",,,,,,,,
NO,Hunt,100407,Data Engineer,12,39,Good,2," 43,456 ",,,,,,,,
NO,Richardson,100408,Data Scientist,12,58.5,Good,5," 64,595 ",,,,,,,,
NO,Chapman,100412,Domain Expert,14,39,Good,9," 66,704 ",,,,,,,,
NO,Alexander,100416,Business Analyst,6,58.5,Bad,9," 81,645 ",,,,,,,,
NO,Johnston,100417,Domain Expert,12,78,Bad,19," 113,270 ",,,,,,,,
YES,Davis,100565,Data Analyst,10,39,Best,3," 40,000 ",,,,,,,,
NO,Barnes,100421,Chief Data Scientist,12,39,Good,11," 142,115 ",,,,,,,,
NO,Bennett,100593,Database Administrator,10,58.5,Good,4," 78,654 ",,,,,,,,
NO,Allen,100632,Database Administrator,8,58.5,Good,3," 67,543 ",,,,,,,,
NO,Alexander,100424,Database Administrator,6,19.5,Good,3," 75,530 ",,,,,,,,
NO,Jones,100425,Data Engineer,12,39,Good,12," 61,389 ",,,,,,,,
NO,Turner,100431,Domain Expert,6,39,Good,8," 164,539 ",,,,,,,,
YES,Mason,100720,Business Analyst,8,58.5,Good,3," 53,932 ",,,,,,,,
NO,Roberts,100732,Data Engineer,8,19.5,Good,2," 63,687 ",,,,,,,,
NO,Owens,100752,Data Architect,6,39,Bad,3," 72,981 ",,,,,,,,
NO,Ellis,100438,Business Analyst,6,58.5,Good,8," 88,927 ",,,,,,,,
NO,Barrett,100439,Data Analyst,10,0,Bad,8," 59,564 ",,,,,,,,
NO,Wilson,100766,Data Scientist,6,39,Best,2," 57,066 ",,,,,,,,
NO,Clark,100442,Data Scientist,18,39,Good,11," 105,375 ",,,,,,,,
NO,Morgan,100828,Data Analyst,12,58.5,Best,6," 51,634 ",,,,,,,,
YES,Carter,100922,Software Developer,8,58.5,Bad,3," 24,085 ",,,,,,,,
NO,Kelly,100447,Chief Data Scientist,6,39,Good,4," 215,631 ",,,,,,,,
NO,Cunningham,100448,Data Engineer,6,58.5,Best,10," 61,944 ",,,,,,,,
NO,Douglas,100449,Business Analyst,8,0,Good,6," 74,811 ",,,,,,,,
NO,Jones,100932,Domain Expert,16,39,Bad,3," 98,642 ",,,,,,,,
NO,Casey,100467,Software Developer,14,58.5,Good,1," 35,066 ",,,,,,,,
NO,Payne,100468,Chief Data Scientist,8,39,Good,2," 188,435 ",,,,,,,,
NO,Anderson,101903,Domain Expert,10,78,Good,3," 59,304 ",,,,,,,,
NO,Murphy,100047,Domain Expert,10,39,Good,1," 61,570 ",,,,,,,,
YES,Williams,100088,Data Analyst,8,39,Bad,4," 38,768 ",,,,,,,,
NO,Mitchell,100564,Chief Data Scientist,12,39,Good,11," 140,632 ",,,,,,,,
YES,Henderson,100197,Data Analyst,8,58.5,Good,4," 36,235 ",,,,,,,,
NO,Grant,100567,Business Analyst,6,58.5,Good,10," 99,120 ",,,,,,,,
NO,Nelson,100247,Data Analyst,10,58.5,Good,4," 38,532 ",,,,,,,,
YES,Fowler,100249,Data Engineer,10,39,Bad,4," 55,041 ",,,,,,,,
NO,Robinson,100575,Chief Data Scientist,8,39,Bad,4," 210,457 ",,,,,,,,
NO,Nelson,100577,Data Engineer,10,39,Good,6," 49,843 ",,,,,,,,
NO,Craig,100578,Data Engineer,6,58.5,Good,2," 44,540 ",,,,,,,,
NO,Miller,100581,Data Scientist,20,97.5,Best,14," 125,467 ",,,,,,,,
NO,Cunningham,100331,Data Architect,10,39,Good,2," 60,556 ",,,,,,,,
NO,Kelly,100585,Software Developer,8,58.5,Good,4," 35,149 ",,,,,,,,
NO,Armstrong,100586,Domain Expert,6,39,Good,9," 89,929 ",,,,,,,,
NO,Myers,100587,Domain Expert,6,39,Good,2," 115,757 ",,,,,,,,
NO,Chapman,100394,Data Engineer,8,39,Good,4," 37,962 ",,,,,,,,
NO,Barnes,100599,Business Analyst,8,58.5,Good,15," 73,409 ",,,,,,,,
YES,Richardson,100440,Data Analyst,8,78,Bad,4," 40,816 ",,,,,,,,
NO,Cooper,100601,Data Scientist,10,58.5,Good,21," 155,973 ",,,,,,,,
NO,Nelson,100602,Data Engineer,6,58.5,Good,9," 44,246 ",,,,,,,,
NO,Alexander,100604,Business Analyst,8,39,Best,7," 77,556 ",,,,,,,,
NO,Scott,100605,Data Scientist,16,97.5,Bad,11," 87,266 ",,,,,,,,
NO,Allen,100606,Business Analyst,14,58.5,Best,9," 56,617 ",,,,,,,,
NO,Turner,100612,Chief Data Scientist,14,39,Good,7," 190,697 ",,,,,,,,
NO,Grant,100478,Software Developer,6,58.5,Bad,2," 28,617 ",,,,,,,,
NO,Hill,100616,Domain Expert,12,58.5,Good,9," 80,254 ",,,,,,,,
NO,Johnston,100650,Business Analyst,12,39,Best,5," 49,877 ",,,,,,,,
NO,Murray,100620,Business Analyst,10,58.5,Good,6," 57,253 ",,,,,,,,
NO,Barrett,100686,Software Developer,6,39,Good,8," 31,332 ",,,,,,,,
YES,Dixon,100805,Software Developer,10,19.5,Bad,4," 30,306 ",,,,,,,,
NO,Anderson,100623,Data Scientist,12,58.5,Best,7," 88,268 ",,,,,,,,
NO,Turner,100624,Domain Expert,6,58.5,Bad,3," 124,040 ",,,,,,,,
NO,Bailey,100819,Data Scientist,10,58.5,Good,4," 62,733 ",,,,,,,,
NO,Smith,100847,Database Administrator,12,19.5,Bad,4," 44,033 ",,,,,,,,
NO,Murray,100634,Domain Expert,14,78,Good,2," 115,757 ",,,,,,,,
NO,Richards,100635,Data Scientist,6,39,Bad,7," 75,965 ",,,,,,,,
NO,Kelly,100638,Chief Data Scientist,12,78,Good,30," 229,793 ",,,,,,,,
NO,Rogers,100641,Business Analyst,14,97.5,Best,6," 73,903 ",,,,,,,,
YES,Russell,100874,Data Engineer,18,39,Bad,4," 33,204 ",,,,,,,,
NO,Barrett,100648,Software Developer,12,39,Best,2," 33,955 ",,,,,,,,
NO,Barnes,100649,Data Analyst,8,58.5,Good,7," 42,678 ",,,,,,,,
YES,Ferguson,100896,Software Developer,14,58.5,Good,4," 32,993 ",,,,,,,,
NO,Richardson,100652,Data Engineer,8,58.5,Good,4," 43,373 ",,,,,,,,
NO,Warren,100653,Business Analyst,16,78,Best,8," 64,336 ",,,,,,,,
NO,Phillips,100661,Chief Data Scientist,8,58.5,Bad,2," 195,917 ",,,,,,,,
NO,Kelly,100665,Database Administrator,6,19.5,Best,3," 70,522 ",,,,,,,,
NO,Morrison,100666,Software Developer,12,58.5,Good,9," 30,389 ",,,,,,,,
NO,Brown,100926,Data Engineer,12,58.5,Bad,2," 59,147 ",,,,,,,,
NO,Murray,100669,Software Developer,6,39,Good,4," 40,616 ",,,,,,,,
NO,Perkins,100677,Business Analyst,6,58.5,Good,6," 83,707 ",,,,,,,,
NO,Barrett,100679,Data Scientist,6,39,Bad,7," 74,492 ",,,,,,,,
NO,Adams,100682,Business Analyst,14,39,Best,15," 98,754 ",,,,,,,,
NO,Grant,100974,Software Developer,8,97.5,Bad,4," 25,415 ",,,,,,,,
YES,Miller,100995,Data Analyst,12,78,Good,4," 40,676 ",,,,,,,,
NO,Dixon,100689,Data Scientist,10,39,Good,11," 111,162 ",,,,,,,,
YES,Ellis,101017,Data Engineer,12,58.5,Good,4," 38,538 ",,,,,,,,
NO,Morgan,100691,Data Scientist,8,58.5,Good,18," 78,311 ",,,,,,,,
NO,Alexander,100692,Domain Expert,18,39,Good,14," 91,025 ",,,,,,,,
NO,Walker,100699,Data Scientist,6,39,Good,4," 104,245 ",,,,,,,,
NO,Wright,101053,Data Architect,8,39,Bad,2," 72,983 ",,,,,,,,
YES,Henderson,101249,Data Analyst,10,97.5,Good,4," 44,305 ",,,,,,,,
NO,Bennett,100707,Business Analyst,16,78,Good,4," 57,160 ",,,,,,,,
YES,Abigail-II,100179,Data Scientist,10,39,Good,5," 53,484 ",,,,,,,,
NO,Adrianna-II,100284,Data Analyst,10,39,Bad,5," 45,496 ",,,,,,,,
NO,Michelle-II,100825,Chief Data Scientist,6,39,Good,30," 226,777 ",,,,,,,,
NO,Kevin-II,100827,Data Scientist,8,78,Good,5," 71,429 ",,,,,,,,
NO,David-II,100315,Data Analyst,8,58.5,Bad,5," 46,391 ",,,,,,,,
NO,Melanie-II,100830,Data Scientist,6,58.5,Good,15," 72,607 ",,,,,,,,
NO,Rosie-II,100832,Data Engineer,8,117,Good,2," 60,023 ",,,,,,,,
NO,Nicholas-II,100833,Data Scientist,18,78,Bad,1," 81,032 ",,,,,,,,
NO,April-II,100837,Domain Expert,10,58.5,Bad,5," 74,092 ",,,,,,,,
NO,Sam-II,100840,Business Analyst,12,58.5,Best,10," 70,187 ",,,,,,,,
YES,Eric-II,100330,Software Developer,6,97.5,Good,5," 38,603 ",,,,,,,,
NO,Freddie-II,100843,Chief Data Scientist,18,58.5,Good,5," 202,185 ",,,,,,,,
NO,Andrew-II,100844,Chief Data Scientist,10,58.5,Good,10," 150,918 ",,,,,,,,
NO,Samantha-II,100845,Data Scientist,16,58.5,Best,9," 120,435 ",,,,,,,,
NO,Emily-II,100846,Business Analyst,14,39,Good,9," 56,311 ",,,,,,,,
NO,Derek-II,100450,Data Scientist,6,78,Good,2," 57,372 ",,,,,,,,
NO,Edgar-II,100469,Data Scientist,8,58.5,Good,3," 54,779 ",,,,,,,,
YES,Alan-II,100584,Data Engineer,8,39,Good,5," 40,157 ",,,,,,,,
NO,Ryan-II,100631,Software Developer,12,39,Good,12," 55,464 ",,,,,,,,
NO,Abigail-II,100857,Business Analyst,8,19.5,Bad,14," 73,067 ",,,,,,,,
NO,Nicholas-II,100667,Data Engineer,6,58.5,Bad,1," 39,832 ",,,,,,,,
NO,Cherry-II,100861,Data Analyst,6,58.5,Bad,6," 44,316 ",,,,,,,,
NO,Owen-II,100867,Data Scientist,16,58.5,Good,10," 162,913 ",,,,,,,,
NO,Olivia-II,100868,Business Analyst,14,39,Good,2," 74,635 ",,,,,,,,
NO,Antony-II,100723,Domain Expert,6,78,Good,2," 80,077 ",,,,,,,,
NO,Carina-II,100872,Data Scientist,16,39,Bad,3," 56,264 ",,,,,,,,
NO,Arnold-II,100796,Business Analyst,12,39,Bad,5," 62,757 ",,,,,,,,
NO,Adelaide-II,100880,Data Scientist,14,39,Good,18," 125,902 ",,,,,,,,
YES,Eric-II,100797,Data Analyst,10,39,Bad,5," 38,648 ",,,,,,,,
YES,Luke-II,100854,Data Analyst,8,58.5,Bad,5," 40,346 ",,,,,,,,
NO,Hailey-II,100887,Data Analyst,10,39,Good,5," 42,184 ",,,,,,,,
YES,James-II,100916,Business Analyst,8,58.5,Good,5," 57,832 ",,,,,,,,
NO,Aldus-II,100889,Business Analyst,8,58.5,Good,11," 76,873 ",,,,,,,,
NO,Adele-II,100893,Software Developer,14,58.5,Good,3," 34,159 ",,,,,,,,
NO,Belinda-II,100894,Data Engineer,8,19.5,Bad,6," 61,638 ",,,,,,,,
NO,Rubie-II,101010,Software Developer,18,39,Best,2," 44,103 ",,,,,,,,
NO,Max-II,100899,Data Scientist,10,39,Good,14," 128,471 ",,,,,,,,
NO,Paige-II,100900,Software Developer,10,58.5,Good,6," 35,031 ",,,,,,,,
NO,Lana-II,100901,Chief Data Scientist,12,0,Good,13," 168,204 ",,,,,,,,
NO,Richard-II,101042,Data Engineer,10,19.5,Good,5," 32,321 ",,,,,,,,
NO,Miranda-II,100903,Business Analyst,16,39,Good,8," 53,460 ",,,,,,,,
NO,Vanessa-II,100904,Business Analyst,8,39,Good,11," 90,046 ",,,,,,,,
NO,April-II,100909,Database Administrator,6,39,Good,6," 61,319 ",,,,,,,,
NO,Charlotte-II,101188,Business Analyst,8,39,Bad,5," 62,993 ",,,,,,,,
YES,Nicholas-II,101240,Business Analyst,8,78,Good,5," 58,326 ",,,,,,,,
YES,Kirsten-II,101340,Data Analyst,10,0,Good,5," 41,759 ",,,,,,,,
NO,Kevin-II,100920,Data Scientist,16,39,Best,2," 56,147 ",,,,,,,,
NO,Jenna-II,101380,Data Engineer,12,0,Good,5," 54,366 ",,,,,,,,
YES,Daniel-II,101420,Data Engineer,14,39,Good,5," 50,479 ",,,,,,,,
NO,Eleanor-II,100924,Domain Expert,12,39,Bad,17," 77,603 ",,,,,,,,
NO,Miranda-II,100925,Software Developer,12,58.5,Bad,4," 38,814 ",,,,,,,,
YES,Sawyer-II,101431,Data Analyst,8,39,Good,5," 35,302 ",,,,,,,,
YES,Kate-II,101477,Business Analyst,8,39,Good,5," 51,528 ",,,,,,,,
NO,Fenton-II,101507,Business Analyst,8,97.5,Good,5," 57,713 ",,,,,,,,
NO,Roland-II,100936,Business Analyst,12,117,Good,6," 73,573 ",,,,,,,,
NO,Daisy-II,100940,Domain Expert,8,58.5,Good,7," 124,335 ",,,,,,,,
NO,Mary-II,101596,Data Analyst,10,58.5,Best,8," 42,367 ",,,,,,,,
NO,Stuart-II,100947,Business Analyst,8,39,Bad,10," 81,681 ",,,,,,,,
YES,Grace-II,101641,Data Scientist,10,39,Bad,5," 93,616 ",,,,,,,,
NO,Violet-II,100950,Chief Data Scientist,8,58.5,Good,16," 160,037 ",,,,,,,,
NO,Isabella-II,100952,Software Developer,12,39,Good,2," 28,432 ",,,,,,,,
YES,Luke-II,101649,Data Engineer,8,58.5,Bad,5," 35,522 ",,,,,,,,
NO,Aiden-II,100957,Data Engineer,8,58.5,Good,10," 55,628 ",,,,,,,,
NO,Jared-II,101694,Data Engineer,6,19.5,Good,2," 67,193 ",,,,,,,,
NO,Honey-II,100960,Data Engineer,14,39,Good,2," 35,031 ",,,,,,,,
NO,Belinda-II,101802,Data Architect,10,97.5,Good,2," 78,652 ",,,,,,,,
NO,Patrick-II,100964,Data Analyst,8,39,Good,2," 42,620 ",,,,,,,,
NO,Rosie-II,100966,Data Scientist,6,39,Best,9," 79,241 ",,,,,,,,
NO,Fiona-II,100969,Domain Expert,8,58.5,Good,6," 81,881 ",,,,,,,,
NO,Deanna-II,101907,Data Engineer,10,58.5,Good,5," 30,483 ",,,,,,,,
NO,Edith-II,101908,Data Scientist,8,19.5,Best,1," 64,889 ",,,,,,,,
NO,Clark-II,100975,Business Analyst,10,58.5,Good,6," 54,213 ",,,,,,,,
NO,Gianna-II,100977,Data Analyst,18,78,Good,2," 39,210 ",,,,,,,,
NO,Wilson-II,100982,Business Analyst,6,39,Best,9," 85,592 ",,,,,,,,
NO,Sarah-II,100014,Software Developer,14,97.5,Good,9," 37,696 ",,,,,,,,
NO,Alina-II,100984,Business Analyst,8,39,Good,11," 92,178 ",,,,,,,,
NO,Mary-II,100985,Business Analyst,12,58.5,Good,9," 92,851 ",,,,,,,,
NO,Kellan-II,100987,Data Scientist,14,58.5,Best,20," 59,704 ",,,,,,,,
YES,Albert-II,100016,Data Analyst,12,19.5,Bad,6," 43,211 ",,,,,,,,
NO,Tess-II,100991,Data Analyst,16,0,Good,4," 42,349 ",,,,,,,,
NO,Alen-II,100994,Data Analyst,14,97.5,Good,1," 38,326 ",,,,,,,,
YES,Amelia-II,100023,Data Architect,10,58.5,Good,6," 70,536 ",,,,,,,,
NO,Alexia-II,100997,Chief Data Scientist,16,19.5,Bad,6," 205,014 ",,,,,,,,
NO,Joyce-II,100110,Data Analyst,10,39,Good,9," 54,276 ",,,,,,,,
NO,Lucas-II,100999,Chief Data Scientist,12,39,Best,19," 228,815 ",,,,,,,,
YES,Penelope-II,100129,Business Analyst,10,58.5,Best,6," 51,753 ",,,,,,,,
NO,Chester-II,101002,Data Engineer,10,39,Good,10," 42,808 ",,,,,,,,
NO,Alexia-II,100161,Data Analyst,12,39,Good,6," 43,481 ",,,,,,,,
NO,Rafael-II,101005,Data Scientist,12,39,Good,13," 164,645 ",,,,,,,,
NO,Tony-II,101007,Data Scientist,8,58.5,Good,9," 127,788 ",,,,,,,,
NO,Kellan-II,100226,Data Architect,10,97.5,Good,3," 77,240 ",,,,,,,,
NO,Carlos-II,101013,Data Scientist,6,39,Good,11," 126,539 ",,,,,,,,
NO,Maya-II,101014,Domain Expert,6,58.5,Bad,17," 122,403 ",,,,,,,,
NO,Chloe-II,101015,Chief Data Scientist,6,78,Bad,9," 134,516 ",,,,,,,,
YES,Carlos-II,100233,Data Analyst,10,58.5,Bad,6," 41,632 ",,,,,,,,
YES,Alfred-II,100239,Data Engineer,6,78,Good,6," 32,782 ",,,,,,,,
YES,Emma-II,100297,Data Analyst,6,97.5,Good,6," 44,283 ",,,,,,,,
NO,Tara-II,101024,Domain Expert,8,58.5,Good,16," 129,603 ",,,,,,,,
NO,Paige-II,100336,Data Architect,6,39,Bad,3," 73,776 ",,,,,,,,
NO,Aston-II,101026,Data Scientist,10,58.5,Good,22," 150,140 ",,,,,,,,
NO,Edward-II,101028,Data Engineer,14,78,Bad,4," 46,154 ",,,,,,,,
NO,Marcus-II,101032,Data Scientist,8,78,Good,6," 161,735 ",,,,,,,,
NO,Vivian-II,100355,Database Administrator,6,39,Best,8," 76,852 ",,,,,,,,
NO,Joyce-II,101034,Domain Expert,8,58.5,Good,9," 75,235 ",,,,,,,,
NO,Briony-II,101035,Chief Data Scientist,16,58.5,Good,22," 235,344 ",,,,,,,,
NO,Antony-II,101036,Business Analyst,6,19.5,Good,2," 80,843 ",,,,,,,,
YES,James-II,100373,Data Engineer,6,78,Good,6," 37,823 ",,,,,,,,
NO,Aston-II,101040,Business Analyst,6,58.5,Good,14," 74,788 ",,,,,,,,
NO,Gianna-II,100390,Database Administrator,8,58.5,Good,4," 78,897 ",,,,,,,,
NO,Ada-II,101043,Data Scientist,8,39,Good,22," 128,199 ",,,,,,,,
NO,Lucia-II,101044,Software Developer,14,39,Bad,3," 27,596 ",,,,,,,,
NO,Vincent-II,101046,Data Engineer,6,39,Good,9," 47,426 ",,,,,,,,
NO,Freddie-II,101050,Business Analyst,6,39,Good,16," 88,668 ",,,,,,,,
YES,Alexia-II,100422,Domain Expert,8,39,Good,6," 66,693 ",,,,,,,,
NO,Julia-II,100423,Data Engineer,10,78,Good,2," 79,471 ",,,,,,,,
NO,Brooke-II,101055,Software Developer,14,39,Good,2," 26,158 ",,,,,,,,
NO,Amber-II,101061,Chief Data Scientist,6,39,Bad,9," 226,671 ",,,,,,,,
NO,Kelvin-II,101066,Business Analyst,8,58.5,Bad,8," 98,931 ",,,,,,,,
NO,Miranda-II,101069,Chief Data Scientist,12,0,Good,3," 231,266 ",,,,,,,,
NO,Vivian-II,101073,Data Scientist,6,39,Bad,15," 104,375 ",,,,,,,,
NO,Sabrina-II,100437,Domain Expert,6,58.5,Good,5," 65,423 ",,,,,,,,
NO,Chelsea-II,100502,Business Analyst,8,58.5,Bad,6," 62,497 ",,,,,,,,
NO,Byron-II,101080,Data Analyst,18,39,Good,14," 54,379 ",,,,,,,,
NO,Hailey-II,100507,Business Analyst,6,39,Bad,8," 50,196 ",,,,,,,,
NO,Catherine-II,101082,Domain Expert,6,39,Bad,11," 102,771 ",,,,,,,,
NO,Anna-II,101083,Data Engineer,10,39,Good,6," 46,603 ",,,,,,,,
NO,Carl-II,101084,Data Scientist,10,19.5,Bad,7," 117,323 ",,,,,,,,
YES,Sydney-II,100515,Data Engineer,6,39,Bad,6," 35,750 ",,,,,,,,
NO,Myra-II,101088,Domain Expert,12,78,Bad,20," 103,962 ",,,,,,,,
NO,Patrick-II,101092,Domain Expert,14,78,Good,12," 121,625 ",,,,,,,,
NO,Paige-II,101094,Data Engineer,14,78,Good,4," 54,449 ",,,,,,,,
NO,Cadie-II,101096,Data Scientist,12,78,Good,4," 129,331 ",,,,,,,,
NO,Lucy-II,101097,Data Analyst,8,78,Best,9," 43,126 ",,,,,,,,
NO,April-II,101099,Domain Expert,10,39,Good,4," 83,883 ",,,,,,,,
NO,Alisa-II,101101,Data Analyst,16,78,Good,14," 53,118 ",,,,,,,,
NO,Melissa-II,101103,Domain Expert,12,19.5,Bad,7," 91,389 ",,,,,,,,
NO,Darcy-II,101105,Business Analyst,8,97.5,Good,2," 78,875 ",,,,,,,,
YES,Samantha-II,100516,Business Analyst,6,97.5,Good,6," 67,340 ",,,,,,,,
YES,Abigail-II,100517,Data Engineer,10,97.5,Good,6," 30,353 ",,,,,,,,
NO,Owen-II,100527,Business Analyst,12,58.5,Good,2," 52,871 ",,,,,,,,
YES,Lily-II,100533,Business Analyst,6,117,Good,6," 77,497 ",,,,,,,,
NO,Kimberly-II,100554,Data Analyst,8,78,Good,4," 43,256 ",,,,,,,,
NO,Madaline-II,101114,Business Analyst,12,58.5,Good,4," 50,690 ",,,,,,,,
NO,Charlie-II,101115,Data Analyst,12,39,Good,1," 35,102 ",,,,,,,,
NO,Max-II,100574,Domain Expert,14,39,Bad,2," 78,654 ",,,,,,,,
NO,Alisa-II,101118,Domain Expert,14,78,Good,9," 123,074 ",,,,,,,,
NO,Heather-II,101121,Data Scientist,12,58.5,Bad,10," 90,200 ",,,,,,,,
NO,Abigail-II,101125,Business Analyst,10,39,Good,2," 86,617 ",,,,,,,,
NO,Miley-II,101126,Data Scientist,6,19.5,Good,9," 127,493 ",,,,,,,,
NO,Madaline-II,101127,Domain Expert,6,78,Good,19," 143,389 ",,,,,,,,
NO,Harold-II,101128,Chief Data Scientist,8,39,Best,21," 231,255 ",,,,,,,,
NO,Michael-II,101133,Data Scientist,14,0,Good,12," 91,661 ",,,,,,,,
NO,Aiden-II,100716,Domain Expert,10,58.5,Best,2," 89,652 ",,,,,,,,
NO,Oliver-II,100744,Data Architect,8,97.5,Best,6," 89,526 ",,,,,,,,
YES,Emily-II,100785,Business Analyst,6,39,Good,6," 75,377 ",,,,,,,,
YES,Ryan-II,100799,Data Scientist,6,78,Good,6," 64,630 ",,,,,,,,
NO,Samantha-II,101148,Data Engineer,14,58.5,Good,2," 50,337 ",,,,,,,,
YES,Julian-II,100852,Domain Expert,6,39,Bad,6," 69,909 ",,,,,,,,
NO,Amber-II,101177,Data Engineer,16,39,Good,9," 52,081 ",,,,,,,,
NO,Elise-II,101179,Business Analyst,12,58.5,Good,11," 77,509 ",,,,,,,,
YES,Ned-II,101136,Data Analyst,12,39,Bad,6," 37,718 ",,,,,,,,
NO,Richard-II,101182,Data Scientist,12,39,Best,8," 121,059 ",,,,,,,,
NO,Lucy-II,101184,Domain Expert,14,58.5,Good,14," 62,957 ",,,,,,,,
YES,Violet-II,101137,Business Analyst,6,58.5,Good,6," 58,538 ",,,,,,,,
NO,Rosie-II,101190,Software Developer,6,58.5,Good,2," 33,310 ",,,,,,,,
NO,John-II,101157,Data Analyst,12,58.5,Best,9," 96,904 ",,,,,,,,
NO,Sarah-II,101195,Data Analyst,14,39,Bad,4," 52,753 ",,,,,,,,
NO,Alberta-II,101196,Data Scientist,8,39,Bad,15," 76,284 ",,,,,,,,
YES,Florrie-II,101192,Data Engineer,8,97.5,Good,6," 36,893 ",,,,,,,,
NO,Maria-II,101310,Data Engineer,12,39,Best,2," 43,261 ",,,,,,,,
NO,Richard-II,101387,Business Analyst,6,0,Good,6," 55,664 ",,,,,,,,
NO,Alina-II,101207,Database Administrator,8,39,Good,6," 42,418 ",,,,,,,,
YES,Miley-II,101409,Data Engineer,8,39,Bad,6," 34,759 ",,,,,,,,
NO,Belinda-II,101447,Data Analyst,12,39,Good,3," 38,814 ",,,,,,,,
YES,Dexter-II,101471,Data Engineer,8,97.5,Good,6," 37,259 ",,,,,,,,
NO,Ned-II,101217,Chief Data Scientist,6,39,Good,5," 224,832 ",,,,,,,,
NO,Steven-II,101475,Software Developer,12,58.5,Good,6," 40,299 ",,,,,,,,
YES,Stuart-II,101487,Business Analyst,6,78,Bad,6," 67,929 ",,,,,,,,
YES,Evelyn-II,101502,Data Engineer,6,97.5,Good,6," 45,224 ",,,,,,,,
NO,Victoria-II,101534,Data Engineer,8,58.5,Bad,4," 54,265 ",,,,,,,,
NO,James-II,101225,Data Analyst,20,58.5,Good,8," 53,507 ",,,,,,,,
NO,Wright-II,101226,Software Developer,12,39,Good,3," 31,555 ",,,,,,,,
NO,Hawkins-II,101228,Data Scientist,6,58.5,Bad,7," 86,947 ",,,,,,,,
NO,Alexander-II,101231,Database Administrator,10,58.5,Best,5," 73,903 ",,,,,,,,
NO,Armstrong-II,101233,Business Analyst,12,58.5,Good,12," 61,508 ",,,,,,,,
NO,Perkins-II,101234,Data Engineer,14,39,Good,3," 32,321 ",,,,,,,,
NO,Tucker-II,101235,Data Analyst,8,39,Good,9," 58,892 ",,,,,,,,
NO,Hunt-II,101237,Data Scientist,16,39,Good,8," 120,800 ",,,,,,,,
NO,Richardson-II,101239,Business Analyst,6,39,Best,6," 80,738 ",,,,,,,,
YES,Chapman-II,101573,Data Scientist,6,39,Good,6," 57,207 ",,,,,,,,
NO,Alexander-II,101241,Data Analyst,16,39,Good,12," 42,171 ",,,,,,,,
NO,Johnston-II,101242,Chief Data Scientist,12,78,Good,2," 155,431 ",,,,,,,,
NO,Davis-II,101245,Data Scientist,12,39,Bad,6," 123,746 ",,,,,,,,
NO,Barnes-II,101248,Data Analyst,20,39,Best,2," 41,905 ",,,,,,,,
NO,Bennett-II,101598,Business Analyst,10,39,Good,6," 54,662 ",,,,,,,,
NO,Allen-II,101250,Chief Data Scientist,8,39,Good,11," 209,491 ",,,,,,,,
NO,Alexander-II,101251,Domain Expert,6,39,Bad,7," 80,513 ",,,,,,,,
NO,Jones-II,101252,Domain Expert,14,39,Good,11," 80,266 ",,,,,,,,
NO,Turner-II,101254,Business Analyst,12,39,Good,7," 60,930 ",,,,,,,,
NO,Mason-II,101255,Chief Data Scientist,8,39,Good,9," 232,598 ",,,,,,,,
NO,Roberts-II,101257,Data Analyst,6,39,Bad,12," 43,503 ",,,,,,,,
NO,Owens-II,101613,Data Architect,8,58.5,Good,2," 62,827 ",,,,,,,,
NO,Ellis-II,101260,Domain Expert,6,39,Good,7," 78,039 ",,,,,,,,
NO,Barrett-II,101263,Chief Data Scientist,6,58.5,Best,2," 215,218 ",,,,,,,,
